"Sample_ID","Mean_Absorbance","Mean_Concentration","Std_Dev_Conc","Percent_CV","Wells_Included"
"gcp_20260617",0.043,0.018721911241862,0.00230908032390472,12.3335715786412,"A7, A7, A7, A7, A7, A7, A7, A7, A8, A8, A8, A8, A8, A8, A8, A8, A9, A9, A9, A9, A9, A9, A9, A9, A10, A10, A10, A10, A10, A10, A10, A10, A11, A11, A11, A11, A11, A11, A11, A11, A12, A12, A12, A12, A12, A12, A12, A12"
"her-map_20260617",0.0669166666666667,0.039595189914137,0.0402115611979345,101.556682226134,"A4, A4, A4, A4, A4, A4, A4, A4, A5, A5, A5, A5, A5, A5, A5, A5, A6, A6, A6, A6, A6, A6, A6, A6"
